period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
common,517,버티컬 마우스 엄지,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8257,0,0,801|715|613|498,L,false
common,518,버티컬 마우스 건강,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,863|846|715|613|634|667|498,L,false
common,519,캐드 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,715|498,L,false
common,520,아이리버 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,709,L,false
common,521,손목 마우스,2280,0.2,89,86.9k,397.2k,-0.11,2.4k|2.4k|2.7k|2.5k|2.6k|1.9k|1.9k|2.2k|2.5k|2.2k|2.4k|2.2k,8,8256,0,16,801|715|613|667,L,false
common,522,logitech vertical 2,6,,,0,0,0,0|0|0|10|10|10|0|0|0|10|10|0,8,64,0,0,801|667,L,false
common,523,로지텍 장갑,19,,0,0,0,0.09,33|179|60|24|40|33|24|10|22|10|23|24,8,64,0,0,801,L,false
common,524,로지텍 마우스 c타입,24,,,0,0,-0.2,17|20|18|17|19|18|15|20|20|27|30|16,8,65,0,0,801,L,false
common,525,버티컬 마우스 불편,73,0.02,12,0,0,0.4,70|40|80|60|50|50|47|60|50|50|100|70,1,67,0,24,801|863|846|715|613|667|709|889,L,false
common,526,로지텍 마우스 판매처,27,,,0,0,39,0|0|0|0|0|0|0|0|0|14|29|39,8,1,0,12,801,L,false
common,527,인체공학 마우스 단점,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,801|863|846|715|613|634|667|889,L,false
common,528,앵커 마우스,46,0.0,46,0,0,-0.33,60|60|60|170|60|40|50|60|60|40|60|40,8,1088,0,0,801|667|709,L,false
common,529,더쿠 버티컬 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,613,L,false
common,530,여자 버티컬 마우스,80,,80,0,0,-0.22,50|70|90|80|50|50|60|60|90|70|100|70,8,8256,0,0,801|846|613|709|889,L,false
common,531,손목 안아픈 마우스,496,0.19,49,138.4k,480.6k,-0.11,370|370|500|510|410|370|410|420|530|500|520|470,8,8257,0,0,801|613|667,L,false
common,532,로지텍 인체공학 버티컬 마우스,23,,,0,0,0,0|15|20|20|17|14|17|20|20|20|30|20,8,9281,0,0,634|667,L,false
common,533,fps 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,535|709,L,false
common,534,sculpt 마우스,10,,57,0,0,0,10|10|10|10|0|10|10|10|10|10|10|10,8,8257,0,0,667,L,false
common,535,버티컬 마우스 게임디시,96,,26,0,0,0,50|50|50|70|90|70|90|90|90|90|110|90,1,64,0,0,485|770|798|717|715|613|949|634|709|747|515|956,L,false
common,536,손목보호용 마우스,29,,,0,0,-0.03,20|30|30|20|40|20|30|30|30|20|40|29,8,11329,0,0,801|715|613|667|709,L,false
common,537,제닉스 버티컬 마우스 클리앙,0,,,0,0,0,0|10|0|0|0|10|0|0|0|0|0|0,1,64,0,0,667,L,false
common,538,키티 버티컬 마우스,120,,,0,0,0.08,120|110|100|110|110|100|100|130|120|90|140|130,8,1088,2,24,801|667,L,false
common,539,무소음 버티컬 마우스 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,613,L,false
common,540,버티컬 마우스 lift,45,0.04,78,0,0,-0.04,29|30|50|40|40|30|28|40|50|39|50|48,8,9280,1,48,667,L,false
common,541,로지텍 마우스 핑크,180,0.07,100,0,0,0.13,120|110|150|140|140|130|180|110|150|150|220|170,8,1088,0,0,801,L,false
common,542,엑토 버티컬,11,,,0,0,-0.37,0|0|0|19|14|14|0|0|29|17|0|18,8,1088,0,0,801,L,false
common,543,로지텍 업무용 마우스,45,0.15,100,0,0,0.2,37|30|29|40|36|40|60|30|39|40|50|47,8,10305,0,0,801,L,false
common,544,손목보호 무선 마우스,90,,,0,0,0,80|70|120|90|60|80|70|100|90|80|100|90,8,11329,0,64,801|715|613|667|709,L,false
common,545,버티컬 매크로 마우스,4,,,0,0,0,0|0|0|14|0|0|0|0|0|0|13|0,8,64,0,0,801|535|846|613|667,L,false
common,546,마우스 수직,0,,,0,0,0,10|0|0|0|0|0|0|0|0|0|0|0,9,64,0,0,801|846|715|613|634|667|709|889,L,false
common,547,옵티컬 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,535|715|613|709,L,false
common,548,로지텍 무선 광마우스,17,,100,0,0,-0.66,10|10|10|10|0|0|10|10|30|17|24|10,8,10305,0,0,801,L,false
common,549,에볼루언트 로지텍,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,801,L,false
common,550,지클릭커 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,535|715,L,false
common,551,무선 마우스 인체공학,6,,,0,0,-1,0|18|19|0|20|0|0|0|14|0|20|0,8,65,0,0,801|613|667,L,false
common,552,세미 버티컬 마우스 디시,26,,82,0,0,0,0|0|20|30|20|10|30|30|30|20|30|30,1,1088,0,0,535|715,L,false
common,553,유선 버티컬 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,535,L,false
common,554,앱코 인체공학 마우스,11,,,0,0,0.28,0|0|0|0|17|15|0|14|14|15|0|18,8,3136,0,0,801|667,L,false
common,555,로지텍 흰색 마우스,6,,,0,0,0,0|0|20|0|18|0|14|15|0|0|20|0,8,1088,0,0,801,L,false
common,556,여자 마우스,17,,,0,0,-0.31,20|20|28|19|17|18|15|20|29|16|16|20,8,1088,0,0,801|709|889,L,false
common,557,mx 버티컬 마우스,176,0.21,100,69.5k,217.0k,-0.4,280|210|160|170|120|220|340|320|250|150|230|150,8,8256,1,16,846|715|613|667,L,false
common,558,유선 버티컬 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,801|613|634|667,L,false
common,559,버티컬 마우스 큰거,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8256,0,0,801|613|667|709,L,false
common,560,가성비 버티컬 마우스,406,0.11,94,0,0,0.07,250|260|290|300|300|340|300|290|420|320|450|450,8,9281,0,8,846|709,L,false
common,561,버티컬 마우스 다나와,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,0,0,0,801|613|667,L,false
common,562,아이리버 버티컬 마우스 디시,60,0.07,62,0,0,0,40|50|50|50|70|50|50|30|50|40|90|50,1,64,0,0,667,L,false
common,563,로지텍코리아 무선 마우스,0,,,0,0,0,0|20|0|16|14|0|0|0|0|0|0|0,8,65,0,0,801,L,false
common,564,로지텍 사무용 마우스 끝판왕,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,9281,0,0,846,L,false
common,565,버티컬 마우스 비교,176,0.01,37,0,0,0.05,110|150|130|210|180|130|110|140|170|120|230|180,9,8257,0,24,846|613|709,L,false
common,566,anker 버티컬 무선 마우스,3,,,0,0,0,10|10|10|0|0|0|0|0|0|0|10|0,8,1089,0,0,801|667|709,L,false
common,567,anker 무선 마우스,10,,93,0,0,-0.64,10|10|25|30|27|10|10|10|28|10|10|10,8,1089,0,0,801|667|709,L,false
common,568,게임할때 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8193,0,0,801|535|715|667|709,L,false
common,569,로지텍 mx master 4 쿠팡,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,801,L,false
common,570,여자 버티컬 마우스 추천,54,,100,0,0,-0.48,50|38|45|56|56|30|30|30|58|68|66|30,8,10305,0,0,801|613|634|709,L,false
common,571,mx master vertical,13,0.2,94,0,0,0,20|20|20|20|10|30|10|10|10|10|20|10,8,64,0,0,801,L,false
common,572,seenda 버티컬 마우스 후기,6,,,0,0,-1,30|10|20|10|10|10|10|10|10|10|10|0,1,65,0,0,613|634|709,L,false
common,573,버티컬 마우스 어깨,44,,0,0,0,-0.15,60|50|50|80|80|29|37|29|40|48|50|34,1,8257,0,0,801|634|709,L,false
common,574,버티컬 마우스 가성 비 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,801|667|709|889|498,L,false
common,575,버티컬 마우스 장단점,42,,9,0,0,-0.12,30|20|35|20|45|10|45|44|54|20|60|47,1,8257,0,0,801|863|846|715|613|634|667|709,L,false
common,576,인체공학 마우스 로지텍,6,,,0,0,-1,20|20|18|18|20|30|20|40|30|18|0|0,8,1088,0,0,801|667,L,false
common,577,앵커 버티컬 마우스,90,0.13,85,62.8k,221.9k,0.42,50|60|80|120|60|60|50|50|70|40|130|100,8,3137,0,24,801|535|715|667|709,L,false
common,578,엑토 마우스 소프트웨어,10,,0,0,0,0,10|10|10|20|10|10|10|20|10|10|10|10,1,3137,0,0,801,L,false
common,579,버티컬 마우스 티어,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,801|863|846|613|709,L,false
common,580,터널 증후군 마우스 추천,10,,93,0,0,10,10|10|10|28|25|27|10|40|0|10|10|10,9,8257,0,0,801|613|667|709,L,false
common,581,삼성 버티컬 마우스 블루투스,0,,,0,0,0,17|0|0|0|0|0|0|0|0|0|0|0,8,11328,0,0,801,L,false
common,582,가성비 버티컬 마우스 추천,70,0.11,89,0,0,-0.21,20|18|13|70|70|50|60|70|87|57|86|68,4,9281,0,0,801,L,false
common,583,버티컬 마우스 불편 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,801|535|613|634|709|498,L,false
common,584,무선 마우스 버티컬,63,,,0,0,-0.5,50|70|80|90|80|50|70|70|100|70|70|50,8,9281,2,24,801|715|613|709,L,false
common,585,손목 편한 마우스 추천,23,,,0,0,0,0|0|0|0|20|0|20|30|20|20|30|20,9,8257,0,0,801|613|634|667|709|889,L,false
common,586,로지텍무소음 버티컬 마우스,40,,,0,0,0.33,20|19|19|30|20|20|14|14|30|40|40|40,8,0,0,8,667,L,false
common,587,로지텍 mx vertical 인체공학 무선 마우스,63,0.02,83,132.9k,359.2k,0.75,26|40|60|38|30|50|40|50|40|60|60|70,8,3137,0,32,634,L,false
common,588,버티컬 마우스 무선,66,,,0,0,-0.96,1.5k|1.1k|1.5k|1.7k|1.4k|1.1k|1.2k|1.2k|1.4k|80|70|50,8,9281,0,16,801|715|613|634|709,L,false
common,589,anker 버티컬 마우스,66,0.12,90,102.5k,207.5k,0.16,90|100|80|100|100|50|60|50|60|50|80|70,8,1088,0,0,801|715|667|709,L,false
common,590,로지텍 손목 보호,11,,,0,0,-0.05,0|0|20|17|20|16|30|0|17|0|19|16,8,8257,0,0,667,L,false
common,591,오른손 마우스,11,,,0,0,18,0|0|0|0|0|0|0|0|0|16|0|18,8,9281,0,0,801|667,L,false
common,592,다나와 버티컬 마우스,23,0.69,90,0,0,1,10|20|20|20|20|20|10|20|10|20|30|20,8,0,0,0,801|613|667|709,L,false
common,593,버티컬 마우스 손가락,18,,14,0,0,0,27|10|10|28|28|10|10|10|10|10|35|10,1,65,0,0,801|863|846|715|613|889,L,false
common,594,위글위글 버티컬 마우스 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,801|667,L,false
common,595,삼성 버티컬 마우스 휠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3137,0,0,801|667,L,false
common,596,로지텍 코리아 mx vertical,0,,,0,0,0,0|0|0|11|0|0|0|12|0|0|0|0,8,1089,0,0,801,L,false
common,597,wem500 pro 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,535|613|709|889|498,L,false
common,598,작은 손 버티컬 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2112,0,0,667,L,false
common,599,올리브영 마우스,106,1.12,37,0,0,0,90|99|140|120|210|170|120|140|110|90|120|110,8,64,0,0,801|667,L,false
common,600,구슬 마우스,63,0.33,17,0,0,1.47,33|36|47|46|57|30|39|47|34|58|47|84,5,10304,0,0,863|715,L,false
common,601,삼보 버티컬 마우스,60,0.25,100,0,0,0,70|70|100|80|80|60|50|30|60|60|60|60,8,1088,0,0,801,L,false
common,602,버티컬 마우스 손 아픔,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,715|613|634|667,L,false
common,603,유선 버티컬 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,10240,0,0,613|634|709,L,false
common,604,휠 편한 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,801|667,L,false
common,605,아이리버 버티컬 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,846|667|709,L,false
common,606,로지텍 버티컬 마우스 디시,70,,68,0,0,-0.28,50|30|50|50|70|70|50|70|70|70|90|50,4,0,0,0,709,L,false
common,607,무소음 버티컬 마우스 추천,76,0.7,87,0,0,0.42,39|47|50|59|60|39|50|80|70|60|70|100,8,8257,0,0,801|709,L,false
common,608,로지텍 마우스 버티컬,3206,0.07,100,54.2k,204.4k,1.7,310|360|450|400|420|310|300|460|1.2k|2.4k|3.9k|3.3k,8,2112,0,24,634|667,L,false
common,609,로지텍 mx vertical 게임,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,801|535|634|667,L,false
common,610,logitech 무선 마우스,66,0.06,89,0,0,-0.25,70|60|80|80|80|50|60|50|80|60|80|60,8,64,0,0,801,L,false
common,611,올리브영 로지텍,9,,,0,0,12,0|0|18|20|14|0|0|0|0|0|16|12,8,576,0,0,801,L,false
common,612,버티컬 마우스 유선 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8257,0,0,801|715|634|667|709,L,false
common,613,버티컬 마우스 디시,813,0.3,43,0,0,0,590|590|720|720|720|720|590|590|720|720|1k|720,1,2112,0,0,875|485|606|798|535|715|467|634|667|894|747|975,L,false
common,614,로지텍 버티컬 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,634,L,false
common,615,버티컬 마우스 여자,75,0.14,97,0,0,0.13,100|110|100|140|90|67|50|88|88|55|70|100,8,8256,0,0,801|846|613|634|709|889|498,L,false
common,616,엑토 버티컬 마우스,413,0.1,100,48.6k,228.7k,-0.12,360|300|380|370|380|320|270|320|400|370|520|350,4,1088,0,8,801,L,false
common,617,유선 인체공학 마우스,11,,,0,0,-1,0|0|20|11|0|17|16|16|16|19|15|0,8,9280,0,0,801|634,L,false
common,618,버티컬 마우스 입문,4,,,0,0,0,13|0|0|0|0|0|11|0|0|14|0|0,5,8257,0,0,801|863|846|613|709,L,false
common,619,로지텍 버티컬 무게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3137,0,0,801|667,L,false
common,620,로지텍 리프트 후기 디시,96,,13,0,0,0,20|30|30|50|40|40|70|70|90|90|110|90,1,64,0,0,709,L,false
common,621,로지텍 리프트 새끼손가락,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1089,0,0,715|498,L,false
common,622,버티컬 마우스 로지텍,473,0.15,100,71.4k,315.9k,-0.59,730|780|970|920|1k|700|740|990|1k|490|520|410,8,64,0,8,613|667,L,false
common,623,로지텍 오피스 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|0|16|0|0|0,8,8257,0,0,801,L,false
common,624,버티컬 마우스 fps,83,0.16,36,0,0,0.4,110|90|70|90|70|90|90|50|50|70|110|70,1,8256,0,0,801|535|715|613|634|667|709,L,false
common,625,버티컬 마우스 삼성 로지텍,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,715|634|667,L,false
common,626,버티컬 마우스 적응,78,,2,0,0,0,57|46|70|60|90|39|57|60|80|66|90|80,1,8256,0,0,535|715|613|634|667,L,false
common,627,로지텍 정품 마우스,33,,,0,0,1.6,30|23|20|19|20|17|15|13|10|58|15|26,8,64,0,0,801,L,false
common,628,손큰 사람 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8256,0,0,709,L,false
common,629,로지텍 리프트 건전지,26,,10,0,0,1,10|23|37|35|23|10|22|37|10|26|32|20,4,64,0,0,667,L,false
common,630,버티컬 무선,4,,,0,0,0,0|0|0|0|0|0|37|0|0|0|14|0,8,11329,0,0,801|613|667,L,false
common,631,유그린 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1089,0,0,715|613|634|709,L,false
common,632,버티컬 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,801|613|667|709|498,L,false
common,633,앤커 인체공학 버티컬 무선마우스,10,,100,0,0,0,0|10|0|10|10|10|10|10|10|10|10|10,8,64,0,0,801|667|709,L,false
common,634,버티컬 마우스 의 치명적인 단점,866,1.36,2,0,0,0,1k|1k|1k|1k|1k|720|720|720|880|720|1k|880,1,2113,0,0,801|863|846|715|613|178|906|667|709|716|889|738,L,false
common,635,무선 무소음 버티컬 마우스,10,,,0,0,-0.15,0|16|30|17|19|20|17|20|20|0|13|17,8,9280,0,0,715|709,L,false
common,636,버티컬 마우스 배그,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,10304,0,0,535|715|667,L,false
common,637,코시 무소음 버티컬 무선 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8257,0,0,667,L,false
common,638,여자 마우스 추천,39,,94,0,0,-0.4,20|58|46|45|30|40|30|50|50|58|30|30,4,1,0,0,801|709|889,L,false
common,639,블루투스 버티컬 마우스 추천,6,,,0,0,20,0|0|0|0|0|0|0|0|0|0|0|20,8,8257,0,0,801|846|613|634|709,L,false
common,640,논 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,2113,0,0,801|863|715|613|667|709,L,false
common,641,삼성 버티컬 마우스 디시,90,0.38,54,0,0,-0.54,50|40|90|90|70|70|70|50|110|110|110|50,4,1088,0,0,535|634|709,L,false
common,642,유선 무소음 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|15|0|0|0|0,8,1088,0,0,801|634|709,L,false
common,643,손 안 아픈 마우스,20,,,0,0,-0.33,30|30|20|30|20|20|20|30|30|20|20|20,9,8257,0,0,801|715|613|634|667|498,L,false
common,644,포켓몬 버티컬 마우스 디시,10,0.01,52,0,0,0,0|40|30|10|10|20|10|10|10|10|10|10,4,1088,0,0,535|709,L,false
common,645,기능성 마우스,33,,67,0,0,0,40|30|40|40|50|40|40|50|30|40|30|30,8,65,0,0,801|863|846|715|613|634|667|889,L,false
common,646,유선 버티컬 마우스 추천,106,0.95,100,116.9k,660.4k,-0.28,90|70|90|140|110|90|90|140|140|110|110|100,9,8257,0,0,863|846,L,false
common,647,버티컬 마우스 차이,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8257,0,0,801|634|667,L,false
common,648,삼성전자 버티컬 마우스,163,0.1,83,0,0,0,90|120|120|160|180|130|120|160|150|160|180|150,8,1090,0,0,801|667,L,false
common,649,로지텍 mr0094 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,535|715|613|709,L,false
common,650,로지텍 mx vertical 마우스,120,0.06,77,79.0k,610.2k,-0.15,110|80|90|60|60|70|120|80|130|90|160|110,8,64,0,0,846|667,L,false
common,651,버티컬 마우스 리뷰,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,801|863|613|667|709,L,false
common,652,클리앙 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,801|613|634|667,L,false
common,653,로지텍 양손 마우스,0,,,0,0,0,20|0|0|0|0|0|0|14|0|0|0|0,8,1089,0,0,801,L,false
common,654,버티컬 마우스 크기 비교,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,846|613|667,L,false
common,655,버티컬 마우스 어깨 통증,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,801,L,false
common,656,버티컬 마우스 가격,26,0.09,72,48.1k,133.5k,0.5,0|0|0|0|0|0|0|40|20|20|30|30,8,3137,0,0,801|715|613|667|709,L,false
common,657,손목 터널 증후군 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,801|613|667,L,false
common,658,버티컬 마우스 블루투스,63,,,0,0,-0.22,60|60|60|90|80|50|60|50|90|30|90|70,8,1088,0,0,801|667|709,L,false
common,659,logic 마우스,11,,,0,0,-0.44,20|12|18|18|17|0|0|15|29|17|0|16,8,64,0,0,801,L,false
common,660,손목터널증후군 방지 마우스,4,,,0,0,0,0|0|0|14|0|0|0|0|0|13|0|0,9,8257,0,0,801|863|715|613|634|667,L,false
common,661,사무용 버티컬 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,715|889,L,false
common,662,로지텍 화이트 마우스,38,,100,0,0,-0.23,40|50|40|40|50|50|40|50|60|40|29|46,8,3136,0,0,801,L,false
common,663,앤커 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1088,0,0,709,L,false
common,664,로지텍 버티컬 마우스 무소음,20,,,0,0,20,16|17|20|0|30|20|20|20|0|20|20|20,8,65,0,0,667,L,false
common,665,유선마우스 로지텍,23,,,0,0,-0.77,19|70|30|70|50|70|50|90|90|20|30|20,8,1089,0,0,801,L,false
common,666,버티컬 마우스 작은손,120,0.05,99,0,0,-0.08,130|130|140|170|180|100|110|120|120|110|140|110,8,10305,2,0,667,L,false
common,667,버티컬 마우스 추천,5480,0.23,100,109.0k,565.7k,-0.11,5.0k|5.0k|5.5k|5.4k|5.4k|4.8k|4.2k|4.5k|6.2k|4.9k|6.0k|5.5k,8,8257,0,0,801|500|613|634|776|709|716|889|944|877|646,L,false
common,668,버티컬 마우스 디자인,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,9280,0,0,801|863|846|613|634|667|709,L,false
common,669,손목 마우스 추천,146,0.08,100,0,0,-0.51,270|240|360|350|320|260|110|140|270|170|140|130,8,8257,0,0,801|613|634|667|709|889,L,false
common,670,버티컬 마우스 에임,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1024,0,0,535|613|667|498,L,false
common,671,버티칼 무선 마우스,0,,,0,0,0,0|0|0|0|0|0|14|0|0|0|0|0,8,9281,0,0,801|613|667|709,L,false
common,672,버티컬 마우스 팔꿈치,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8257,0,0,634|709,L,false
common,673,여자 무선 마우스,5,,,0,0,-1,0|0|0|0|0|0|0|0|13|15|0|0,8,1089,0,0,801|709|889,L,false
common,674,버티컬 마우스 그립,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8256,0,0,863|715|667,L,false
common,675,손목 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1,0,0,715|613|709,L,false
common,676,여성용 버티컬 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9281,0,0,613|709,L,false
common,677,마우스 g103,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,801,L,false
common,678,로이체 버티컬 마우스 디시,56,0.23,41,0,0,0.25,20|20|30|40|40|40|30|40|40|50|70|50,1,3136,0,0,535|709,L,false
common,679,유선 버티컬 마우스 추천 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,801|709,L,false
common,680,인체공학 마우스 디시,43,,34,0,0,0,40|30|50|40|40|40|40|40|40|40|50|40,1,64,0,0,715|634,L,false
common,681,버티컬 마우스 효과,146,,5,0,0,-0.07,140|120|150|190|180|110|140|120|140|130|180|130,1,8257,0,16,801|863|715|613|667|709,L,false
common,682,앱코 버티컬 마우스 디시,26,,56,0,0,-0.5,30|30|30|40|30|30|30|20|40|30|30|20,1,1088,0,0,535|634|709,L,false
common,683,로지텍 버티컬 무한휠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,8256,0,0,801,L,false
common,684,맥북 버티컬 마우스 추천,27,1.52,100,0,0,0.4,20|10|20|30|20|10|20|25|20|10|45|28,8,8257,0,0,801,L,false
common,685,버티컬 마우스 1 황,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,846|613|634|667|709,L,false
common,686,90도 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,1088,0,0,801|846|715|613|634|667|709,L,false
common,687,버티컬 유선 마우스 추천,0,,,0,0,-1,0|0|0|0|0|19|0|0|18|0|0|0,8,10305,0,0,863|846|613|667|709,L,false
common,688,가성비 버티컬 마우스 추천 디시,20,,84,0,0,1,10|30|20|10|10|10|30|10|10|20|20|20,1,2113,0,0,535|613,L,false
common,689,손목 보호 마우스 추천,133,0.25,100,154.4k,374.6k,-0.29,160|200|220|290|280|190|100|140|240|100|130|170,8,10305,0,32,613|667|709,L,false
common,690,g104 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|0|17|0|0|0,4,3137,0,0,801,L,false
common,691,버티컬 게임,13,,2,0,0,-0.5,10|20|20|10|10|20|10|10|20|10|20|10,1,65,0,0,634|667,L,false
common,692,터널 증후군 방지 마우스,9,,,0,0,0,0|0|0|12|13|0|0|0|0|14|15|0,9,8257,0,0,801|863|715|613|667,L,false
common,693,손목 편한 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,667,L,false
common,694,ms 버티컬,0,,,0,0,0,12|0|20|15|0|0|0|0|0|0|0|0,8,8256,0,0,801|667,L,false
common,695,쿠팡 버티컬 마우스,50,0.15,100,63.6k,664.1k,-0.26,70|48|80|49|74|68|49|40|68|34|67|50,8,1088,0,0,801|613|667|709,L,false
common,696,버티컬 마우스 손목받침,0,,,0,0,0,0|0|20|19|17|19|13|0|0|0|0|0,8,8256,0,0,801|634|667,L,false
common,697,로지텍 ergo 마우스 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,801,L,false
common,698,버티컬 리프트 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,667,L,false
common,699,인체공학 마우스 후기,10,,25,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,10304,0,0,801|634|667,L,false
common,700,로지텍 버티컬 마우스 수명,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1089,0,0,634|667,L,false
common,701,편한 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,613|709,L,false
common,702,손가락 통증 마우스 추천,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,5,10305,0,0,667,L,false
common,703,로지텍 버티컬 마우스 후기,29,,58,0,0,-0.44,57|30|48|38|50|20|40|36|50|20|40|28,1,10304,0,0,667,L,false
common,704,손목 편한 무선 마우스,5,,,0,0,-1,16|20|20|0|19|20|19|0|40|17|0|0,9,9281,0,0,801|846|613|667|709,L,false
common,705,인체공학 마우스 비교,10,0.03,,0,0,0,10|10|10|10|0|10|10|10|10|10|10|10,5,8257,0,0,801|846|613|634|667,L,false
common,706,손목보호 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,715|613|709,L,false
